"","date","column","depth","increment","variety","moisture","N2O","SP","d18O","N2ONvolume","N2ONarea","N2O_measurement","N2O_derivative","N2ONvolume_measurement","N2ONvolume_derivative","N2ONarea_measurement","N2ONarea_derivative","SP_measurement","SP_derivative","d18O_measurement","d18O_derivative","theta_w","theta_a","Ds","dCdZ","F","F_top_in","F_top_out","F_bottom_in","F_bottom_out","F_out","SP_bottom","d18O_bottom","SP_top","d18O_top","Nitrification","Denitrification","Reduction","Nitrification_2.5%","Denitrification_2.5%","Reduction_2.5%","Nitrification_25%","Denitrification_25%","Reduction_25%","Nitrification_50%","Denitrification_50%","Reduction_50%","Nitrification_75%","Denitrification_75%","Reduction_75%","Nitrification_97.5%","Denitrification_97.5%","Reduction_97.5%"
"5865",2015-12-04,"1",7.5,15,"Zinal",0.214763542,0.650754881721674,14.8027208143867,43.2355473453622,0.745667731552089,0.165400382594003,NA,0.000258499330272427,NA,0.000296201608889302,NA,8.21881846101489e-05,NA,0.181646263559448,NA,0.00848954292288965,0.214763542,0.409623043257261,6.48468082621628e-06,5.34873175628898e-06,37.7592805555538,0,37.7592805555538,0,0.0368597407854758,37.7961402963393,15.6062022478182,42.7392392823207,15.1,49.6,9.99978828061318,15.945832857936,28.8345668538678,8.2553943538404,8.67201593617943,10.5687845219775,9.16734428501434,12.477445973719,20.1204009556606,9.7213476784234,14.8015885040039,25.9534032208818,11.0287275307422,20.2438362404597,39.6324714625748,11.8866007692578,23.8259937551291,48.6197261872607
"5924",2015-12-05,"1",7.5,15,"Zinal",0.21345,0.651421988972211,15.4077019836406,43.2399409117784,0.74643213665174,0.165617178297038,NA,0.000257687644889916,NA,0.000295271520827861,NA,8.19498575083506e-05,NA,0.171324561616331,NA,0.00809488512291501,0.21345,0.413233921161826,6.67718988646687e-06,5.35762651962948e-06,38.9448871875742,0,38.9448871875742,0,0.0452322555601731,38.9901194431344,15.7946828112249,42.6192084194008,15.1,49.6,10.0370661229728,13.1787116703022,22.1673911750905,7.43015232436726,3.21777293500652,-3.16882048147277,9.51242042992261,11.2234122261793,17.1993593124568,10.2749977486,14.0746638145093,24.4595320887642,10.8066415487025,16.0814623677665,29.5708594602635,12.0739032369287,20.9129447385874,41.8550997085094
"5983",2015-12-06,"1",7.5,15,"Zinal",0.211176563,0.652077306491386,15.9774341697406,43.2432837648539,0.747183032483173,0.165830704576719,NA,0.000256861072084784,NA,0.00029432434523208,NA,8.17067520389159e-05,NA,0.152452905642763,NA,0.00770297247566736,0.211176563,0.419483514574689,7.01977590898048e-06,5.36636408655182e-06,41.0098018178843,0,41.0098018178843,0,0.0506427437850792,41.0604445616694,15.9770338481485,42.4965160497952,15.1,49.6,11.5396310114901,15.4146433008691,28.0012637772685,10.0962175100955,10.5132342169406,15.3508963853196,10.7672390038292,12.8278894685904,21.3228351668477,11.1339704427204,14.0274066672157,24.4135899218022,12.4584817030826,18.5322771301817,36.0408169171785,13.2374969126463,21.1797374408355,42.8830030435271
"6042",2015-12-07,"1",7.5,15,"Zinal",0.211025,0.652720750075569,16.4895916010355,43.2455862250585,0.747920322561628,0.166040937961391,NA,0.000256019694361218,NA,0.000293360247110339,NA,8.14589232046377e-05,NA,0.125799355372694,NA,0.00731426436447331,0.211025,0.41990015560166,7.04304328184441e-06,5.37494333434093e-06,41.2115107063184,0,41.2115107063184,0,0.0541852639040201,41.2656959702224,16.1463999061337,42.3725405823743,15.1,49.6,12.5281451924119,16.7651789616702,32.1464066739211,9.50821583347803,7.62454199962484,8.16800518338621,11.6487373317553,13.9381172232153,24.7855629374061,12.034032209341,15.1856950280747,28.0274538369904,13.9167083048283,21.0667520096137,43.4073264348083,15.2041034691051,25.1155781720913,53.9732303950501
"6102",2015-12-08,"1",7.5,15,"Zinal",0.211277604,0.65335223803134,16.922652375246,43.2468598608234,0.748643913278668,0.166247855671135,NA,0.00025516380506745,NA,0.000292379455640942,NA,8.12064351754411e-05,NA,0.0923894852561828,NA,0.00692921782587363,0.211277604,0.419205756639004,7.00429440716566e-06,5.3833631737512e-06,41.0489789625407,0,41.0489789625407,0,0.0568461747399556,41.1058251372806,16.2962736529591,42.2487460165299,15.1,49.6,11.6046176864902,12.6850205982944,22.0501551732408,4.27361174162251,-8.72736821997746,-34.5154952845559,11.6368931565616,12.7913436777592,22.335597678468,11.8709066060875,13.4552145489815,24.084109711603,12.898878279086,16.4706735268739,32.0389526918275,14.7393028873268,21.8455350792214,46.25849325649
"6162",2015-12-09,"1",7.5,15,"Zinal",0.213753125,0.653971691194914,17.2570841696229,43.2471174324555,0.74935371392444,0.166451435623052,0.4639817,0.00025429354171046,0.531653609428712,0.000291382374177703,0.1196383784955,8.0949345245902e-05,24.01,0.0534740331366586,40.35,0.00654825997488976,0.213753125,0.412400641856846,6.63241445703303e-06,5.39162254926553e-06,38.9291952369833,0,38.9291952369833,0,0.052380317741192,38.9815755547245,16.420712397947,42.1266603508162,15.1,49.6,12.1232027101588,14.2829936848886,27.3061263712543,9.10379339328877,5.87409549585245,4.89000511240811,10.6656593278739,10.2398053304219,16.5264735382254,11.5607983091217,12.7086559619883,23.1145389834699,13.3530056161594,17.7100326474088,36.4438533827986,15.9141516514731,24.8334436649405,55.4233330083563
"6222",2015-12-10,"1",7.5,15,"Zinal",0.214409896,0.654579032950327,17.4765221172354,43.2463728331478,0.75004963670851,0.166651656436218,NA,0.000253409133468554,NA,0.000290368938550697,NA,8.06877290448608e-05,NA,0.0104886866089481,NA,0.00617180384582812,0.214409896,0.410595202904564,6.53612273692183e-06,5.39972043933769e-06,38.4216279345388,0,38.4216279345388,0,0.0580655127289346,38.4796934472677,16.5145275674093,42.0078501876279,15.1,49.6,12.509038732056,14.9349066184356,29.4859234861373,9.49223346817264,6.75829212277458,7.5413496462125,11.1565971062172,11.3059505234849,19.7569026780015,12.6189099853421,15.216978134792,30.2470966482691,13.6942620497367,18.0988484509306,37.9847374986842,15.3691007933771,22.6501524030791,50.1697461124514
"6282",2015-12-11,"1",7.5,15,"Zinal",0.216733854,0.655174189246382,17.5687963057251,43.2446410274864,0.750731596779288,0.166848497436288,NA,0.000252510827854298,NA,0.000289339634617928,NA,8.04216140737139e-05,NA,-0.0349929892509651,NA,0.00580025601933411,0.216733854,0.404206729149378,6.20325154971979e-06,5.40765585661842e-06,36.5184827670631,0,36.5184827670631,0,0.0519987853349074,36.570481552398,16.573439884071,41.893892268987,15.1,49.6,12.4455781562878,15.4320511019869,31.4800983610023,9.0266744856229,6.51771300041991,7.52667737038177,11.7567092634756,13.5831202981378,26.5037773231005,12.3762512849475,15.2425004129915,30.9577784300134,13.6499962633247,18.6035942512406,39.9892423402495,15.0129836781818,22.2354688408109,49.7533683445424
"6342",2015-12-12,"1",7.5,15,"Zinal",0.214814063,0.655757088612348,17.5266913068866,43.2419379878618,0.75139951224201,0.167041938659767,NA,0.000251598808210337,NA,0.000288294581552116,NA,8.01511103380472e-05,NA,-0.0813122230004796,NA,0.00543396733988962,0.214814063,0.409484162914938,6.47735517273583e-06,5.41542784816464e-06,38.1869324440913,0,38.1869324440913,0,0.0618581700934065,38.2487906141847,16.5941955467928,41.7863427350777,15.1,49.6,12.2371171340216,14.1819309518298,27.5894645553696,8.45578375661817,4.07846112274025,0.47123424516066,11.3514914354349,11.8187540874945,21.2524735056308,11.8494930676643,13.1551997285876,24.8366693789486,13.6264431520306,17.8859304726472,37.5300631736603,16.203549987714,24.7507552978699,55.9543267537332
"6402",2015-12-13,"1",7.5,15,"Zinal",0.21345,0.656327662172419,17.3483661255871,43.2382806291947,0.752053304175304,0.16723196085793,NA,0.000250673267046445,NA,0.000287234045200091,NA,7.98762522146063e-05,NA,-0.126781718895251,NA,0.00507329334554818,0.21345,0.413233921161826,6.67718988646687e-06,5.42303549563225e-06,39.4203486969104,0,39.4203486969104,0,0.0670792385491565,39.4874279354596,16.5746413471359,41.6867048440538,15.1,49.6,11.8933757027212,13.1205455983728,24.1758421330176,8.94798017471492,5.03908170631758,2.5946537492616,10.5639782503542,9.48565719896051,14.4616036772336,11.6516382431178,12.4664296615441,22.4274447054467,12.4612336733395,14.6891778198298,28.3682810375819,16.3957709337094,25.4773082700442,57.182387919969
"6462",2015-12-14,"1",7.5,15,"Zinal",0.211176563,0.656885843658915,17.0374192041084,43.2336867423802,0.752692896646326,0.167418545500405,NA,0.000249734479376588,NA,0.00028615839224714,NA,7.95971222075806e-05,NA,-0.169744502250579,NA,0.00471855847945109,0.211176563,0.419483514574689,7.01977590898048e-06,5.43047791545219e-06,41.4997602654632,0,41.4997602654632,0,0.071447571779068,41.5712078372423,16.5137590956374,41.5963957502193,15.1,49.6,13.4208845314337,17.3284997263346,34.3514905067048,9.51960945671602,6.13168183829008,4.67836547173114,13.0125628374026,16.1707427724363,31.2732693988413,13.5218153893821,17.6216875990451,35.1208857748486,14.5012155500719,20.3929541549377,42.4794634279005,15.8119877145743,24.1900972476238,52.5467847376014
"6522",2015-12-15,"1",7.5,15,"Zinal",0.211429167,0.657431569424238,16.6026362398397,43.2281749268521,0.75331821672445,0.167601674778414,NA,0.000248782674379068,NA,0.00028506768686319,NA,7.93137890704612e-05,NA,-0.208632828459368,NA,0.00437006958384586,0.211429167,0.418789115612033,6.98111676209638e-06,5.43775425898984e-06,41.3265133996269,0,41.3265133996269,0,0.0727356639815947,41.3992490636085,16.4116617146015,41.5167127493787,15.1,49.6,11.8918323678334,14.3347367875056,25.8684793204902,9.52707970295318,7.13604862581784,6.97911834187252,10.9790980338685,11.4972794596346,18.452591799238,11.2494682295122,12.3741410771297,20.7430912378342,13.2376841792602,18.4439547397224,36.643328759177,14.4099176772356,22.044198200934,46.0786144403378
"6582",2015-12-16,"1",7.5,15,"Zinal",0.214510938,0.657964778451579,16.0574966256743,43.2217645226542,0.753929194493543,0.167781331607659,0.416646149,0.000247817962059473,0.4774141501064,0.000283962350736317,0.106890149572646,7.90263215567394e-05,22.42,-0.242024881484494,41.01,0.0040281018193713,0.214510938,0.410317442219917,6.52139596580678e-06,5.44486371268772e-06,38.6555513201551,0,38.6555513201551,0,0.0704240860628144,38.7259754062179,16.2695547239065,41.4487992208358,15.1,49.6,10.9834556387332,14.6076980505262,26.6549154497567,8.93159504874942,7.69896657588631,8.81300329816998,10.0451300571727,11.4371885083387,18.4625135547061,10.8893562214413,14.4533441134856,26.3029121681477,12.0632165196532,18.1978928962619,35.9408074524271,12.8482863565586,20.8418730846533,42.7639528800314
"6642",2015-12-17,"1",7.5,15,"Zinal",0.213803646,0.658485412364372,15.4195301764092,43.2144755423967,0.754525763062793,0.167957499630882,NA,0.000246840754938749,NA,0.000282842585543431,NA,7.87347632102928e-05,NA,-0.26869690946616,NA,0.00369291978612998,0.213803646,0.412261761514523,6.62497235170379e-06,5.45180549819162e-06,39.3195655921593,0,39.3195655921593,0,0.0715216435099548,39.3910872356692,16.089667548369,41.3936103871235,15.1,49.6,11.1537168051221,17.0474679735876,31.8895153221695,8.69607773977791,7.88171252081471,8.53996125388753,10.026255426606,12.7523541614669,20.9932223497747,11.1584842410197,17.0536948860633,31.9041664220335,12.6121309650443,22.6196586474999,46.0593398426605,13.1795728405605,24.6064577365391,51.1361080933633
"6702",2015-12-18,"1",7.5,15,"Zinal",0.215925521,0.658993415434507,14.7096085943214,43.2063286034569,0.755107858576125,0.168130163220071,NA,0.000245851135521085,NA,0.000281708675465628,NA,7.84392125777922e-05,NA,-0.287668485566815,NA,0.00336475288243696,0.215925521,0.406428806379668,6.31765288104996e-06,5.45857887246009e-06,37.5421929757448,0,37.5421929757448,0,0.0655905146350266,37.6077834903798,15.8751591677925,41.3518790331473,15.1,49.6,9.97868673099539,16.311274300751,29.6555236442436,8.74184151914053,11.0940456235704,16.5874211703116,9.18529885814707,12.8675951702891,21.0565577024977,9.80225596341272,15.5682060392388,27.7898811782422,10.5357316660683,18.6661231990095,35.5490580224743,12.0399600297603,25.078355011451,51.5958427632848
"6762",2015-12-19,"1",7.5,15,"Zinal",0.213551042,0.659488734589297,13.9512305487629,43.1973448607647,0.75567542022018,0.168299307478329,NA,0.000244849387987578,NA,0.000280560822179815,NA,7.81397361209456e-05,NA,-0.298238695262018,NA,0.00304381642589233,0.213551042,0.412956160477178,6.66224125849028e-06,5.4651831278573e-06,39.6377835851946,0,39.6377835851946,0,0.0721405394010945,39.7099241245957,15.630002269176,41.3240815198473,15.1,49.6,9.87833842202911,17.6200636267668,31.3300254780281,8.49855062342076,10.8298434005686,14.6189150529384,9.13768628045229,13.9870558955225,22.3860783273889,10.098128030611,18.6778841854049,33.933449325312,10.5990898725402,21.176035302377,40.0816078044485,11.4261530303204,25.2095954387027,49.9808749933115
"6822",2015-12-20,"1",7.5,15,"Zinal",0.211126042,0.659971319417209,13.169823449517,43.1875459404936,0.756228390230883,0.168464918241403,NA,0.000243835741516532,NA,0.000279399300699957,NA,7.78363934261122e-05,NA,-0.300011411370513,NA,0.00273030402632724,0.211126042,0.419622394917012,7.02752571189466e-06,5.47161759222945e-06,41.8603126840935,0,41.8603126840935,0,0.0778587668396999,41.9381714509332,15.3588494681137,41.3104048131454,15.1,49.6,9.48415079853384,17.5008752386232,29.4160784903772,7.39984473154568,4.97903895595972,-0.795747942824188,8.69623798215618,12.9811028216889,18.462751091372,9.67333870443564,18.6565417726551,32.2034290131904,10.3353944626293,22.5170112118748,41.5512764721046,10.9776378575831,26.2724113950039,50.6287062741057
"6882",2015-12-21,"1",7.5,15,"Zinal",0.211025,0.660441122172357,12.3920482067474,43.1769538749546,0.756766713898592,0.168626982078874,NA,0.000242810507790441,NA,0.000278224514379869,NA,7.75292715810473e-05,NA,-0.29290815561399,NA,0.00242437467848181,0.211025,0.41990015560166,7.04304328184441e-06,5.47788162896476e-06,42.0007734700533,0,42.0007734700533,0,0.0783206875034142,42.0790941575567,15.0668845965309,41.3107158124236,15.1,49.6,8.69639702393264,16.776205587049,26.7295904868021,7.9846839225288,11.7036554733361,14.6612428488118,8.23076796260453,13.4556239919094,18.8271440897459,8.63625805837502,16.358017226132,25.7310443199189,9.30116728889774,20.9477131493839,36.6732568751226,9.51038386940536,22.4590513471671,40.285346407085
"6942",2015-12-22,"1",7.5,15,"Zinal",0.214005729,0.660898097777774,11.6450640306037,43.1655910389669,0.757290339571847,0.168785486295012,0.639951141,0.000241773815149155,0.733288261090195,0.000277036664896458,0.164734515936403,7.72184301721101e-05,7.61,-0.277167658301388,45.38,0.00212617622986344,0.214005729,0.411706242894191,6.59526252634307e-06,5.48397463703698e-06,39.3742063134919,0,39.3742063134919,0,0.069138284394125,39.443344597886,14.7596617466698,41.3245349481281,15.1,49.6,7.6257649482584,16.105053436642,25.1941565570195,7.01836068037545,10.7873371364441,12.728861316599,7.34766772543077,13.7102860536121,19.573169757586,7.68546894308118,16.6282920156528,26.4301239519146,7.84732904602762,18.0333112030765,29.7178395260014,8.16105377289014,20.6715405651901,35.8936198914082
"7002",2015-12-23,"1",7.5,15,"Zinal",0.21345,0.661342203827461,10.955695628804,43.1534800879514,0.75779921865972,0.168940418929293,NA,0.000240725929439506,NA,0.000275835898923839,NA,7.6903963162405e-05,NA,-0.253331778640622,NA,0.00183584420735393,0.21345,0.413233921161826,6.67718988646687e-06,5.48989605103281e-06,39.9063618181747,0,39.9063618181747,0,0.0721538233942681,39.9785156415689,14.442934899792,41.3510167235991,15.1,49.6,7.30231365483378,17.3715654294797,27.2848616727899,6.49527277671377,8.36857577623493,6.46840627967204,6.84275503170736,12.3616854633709,15.6934203181994,7.41277549585363,18.6381434080419,30.2064803002388,7.55046275509626,20.1487973211892,33.7061508956663,8.31124528956112,28.4969336384841,53.0163251953735
"7062",2015-12-24,"1",7.5,15,"Zinal",0.213500521,0.661773400587224,10.3494501780688,43.1406438979721,0.758293305632766,0.169091768756588,NA,0.000239667098174062,NA,0.00027462272065428,NA,7.6585920971159e-05,NA,-0.222218223206616,NA,0.00155347600256532,0.213500521,0.413095040819502,6.66971264082488e-06,5.49564534116298e-06,39.9034190193012,0,39.9034190193012,0,0.0708240610454011,39.9742430803466,14.1224816387279,41.3889404571178,15.1,49.6,6.84383152488864,17.3859784220967,26.7214984565162,6.13655579342985,7.21746274680333,3.49966498777642,6.70669721720956,15.4369531341203,22.2478757520559,6.90068251576028,18.3108187983427,28.8214117159094,7.00763353071759,19.775752571917,32.1727333198452,7.37261996848359,25.0117518403883,44.1377604545683
"7122",2015-12-25,"1",7.5,15,"Zinal",0.213045833,0.662191650994311,9.84935910464573,43.1271055079189,0.758772558022618,0.169239525287018,NA,0.000238597706372375,NA,0.000273397267594765,NA,7.62643952696937e-05,NA,-0.184881153967714,NA,0.00127915375300173,0.213045833,0.414344961151452,6.73721909714977e-06,5.50122201325748e-06,40.3481968301758,0,40.3481968301758,0,0.0721699989764629,40.4203668291522,13.8039256052919,41.4367147620136,15.1,49.6,6.61737137532233,19.0057074265039,29.7417284723604,6.07999546128476,8.85129793330196,6.74221955061329,6.38271736155034,14.5934339295548,19.7335457105477,6.60918293276395,18.6017573858782,28.8459736245088,6.84287452680302,23.1201085619716,39.0575685146372,7.29825176321543,31.7170781179211,58.5188705912643
"7182",2015-12-26,"1",7.5,15,"Zinal",0.211025,0.662596920655852,9.47466956679178,43.1128880640028,0.759236936420194,0.169383678765484,NA,0.000237517845705765,NA,0.000272159888096314,NA,7.59394708539814e-05,NA,-0.142561529270763,NA,0.00101294023518415,0.211025,0.41990015560166,7.04304328184441e-06,5.5066256087447e-06,42.2211632968399,0,42.2211632968399,0,0.0740257371256493,42.2951890339655,13.4925638350496,41.4923991090389,15.1,49.6,6.41973503637907,14.451357907766,18.483959802196,5.3307683630551,-13.6949584349594,-44.7119489958672,6.30627478964554,12.0594717957817,13.107880149359,6.43354343305335,15.1296956873036,20.0319492011859,6.76418018005168,23.085747712877,37.9016522353113,6.91356662189538,26.7751259625083,46.2083035628244
"7242",2015-12-27,"1",7.5,15,"Zinal",0.208802083,0.662989177846124,9.23947683004123,43.098014766706,0.75968640447256,0.169524220170878,NA,0.000236427772853933,NA,0.000270910884674289,NA,7.5611198143249e-05,NA,-0.0966296297360116,NA,0.000754891771972568,0.208802083,0.426010871421162,7.39053054776939e-06,5.51185570461498e-06,44.3463360446155,0,44.3463360446155,0,0.0778683875505512,44.424204432166,13.1932065718599,41.5537450093004,15.1,49.6,6.71126184101572,19.2635499801631,28.3531228848317,6.29375400460545,7.09201477957564,1.14887276479253,6.55745529589839,14.8605852515755,18.4886833650816,6.70586831500283,19.5088304466962,28.8926493876256,6.89688600305659,24.5298510510033,40.1373413197477,7.0115825548929,28.141409035234,48.2188590801775
"7302",2015-12-28,"1",7.5,15,"Zinal",0.2086,0.663368393502636,9.15145848624417,43.0825088203064,0.76012092887845,0.169661141214959,NA,0.000235327817833636,NA,0.000269650422337068,NA,7.52796665170351e-05,NA,-0.0485227384793058,NA,0.000505026550957168,0.2086,0.426566390041494,7.42270330684083e-06,5.51691191336848e-06,44.5802437857597,0,44.5802437857597,0,0.0782382952753372,44.658482081035,12.9100382352724,41.6182578903142,15.1,49.6,6.76624643140491,21.5599443614111,33.2868937045929,6.48171601262215,11.8973250393289,11.6279085113654,6.5906766763459,16.2169851446998,21.3584961991928,6.73646129118382,20.4900556399252,30.9191665611334,6.93483174968575,27.2459122588033,45.9975166281113,7.08445149105599,31.7992995909421,56.1668320465991
"7362",2015-12-29,"1",7.5,15,"Zinal",0.210469271,0.663734541221068,9.21092443153739,43.066393385068,0.760540479382465,0.169794434340929,0.370879978,0.000234218118151857,0.424972965460796,0.000268378922772732,0.0977252833476317,7.49449630630951e-05,-0.43,0.000318710530182971,45.71,0.000263355719370656,0.210469271,0.421427833869294,7.12881863335769e-06,5.52179388294758e-06,42.8530803040394,0,42.8530803040394,0,0.0747018632116677,42.9277821672511,12.6465084753942,41.6832786983331,15.1,49.6,6.34246203018569,14.7823504069359,18.7566346124464,6.06776086914379,6.40303091392895,-0.0130718175828206,6.27129710891962,12.5280285627495,13.7224686206721,6.36242066326331,15.439943995886,20.1786188615496,6.47785426034184,18.6163569772537,27.3376739328609,6.55955897141977,21.005309482545,32.6726576719676
"7422",2015-12-30,"1",7.5,15,"Zinal",0.210772396,0.664087597249058,9.41040901629752,43.0496915321677,0.76094502876795,0.169924092721684,NA,0.000233099058828147,NA,0.000267096624326715,NA,7.46071450760051e-05,NA,0.0485130380400692,NA,2.98839707846964e-05,0.210772396,0.420594554564315,7.0819419664615e-06,5.5265012966541e-06,42.6075858203354,0,42.6075858203354,0,0.0729662261816141,42.680552046517,12.4052613769711,41.7460818870897,15.1,49.6,6.67654551519223,20.503239186617,31.8171065827253,6.30927047139222,11.4537062975235,11.5178478558646,6.48767679503406,15.8727805053505,21.4392730329792,6.69993827296359,21.0703426853317,33.0890335982261,6.82715588404187,24.0940237475876,39.8632032432939,7.1111000970194,31.241454556893,55.9015534636088
"7482",2015-12-31,"1",7.5,15,"Zinal",0.208852604,0.664427540478856,9.73498526658883,43.0324262014056,0.761334552848583,0.170050110257759,NA,0.000231970804870884,NA,0.000265803802012983,NA,7.42662973517374e-05,NA,0.0947939305893569,NA,-0.000195429176856313,0.208852604,0.425871991078838,7.38250259727993e-06,5.53103387305142e-06,44.452297701626,0,44.452297701626,0,0.0736922267475329,44.5259899283735,12.1881087241938,41.8039841202655,15.1,49.6,7.14637189969527,19.3252320981991,28.8686589609315,6.73137571102496,11.1482286956905,10.4300461926108,6.88739307097211,14.2141513588594,17.3472845413425,7.14855258050658,19.3394821242241,28.8838608635001,7.41103326787282,24.5199463981988,40.5718977037888,7.56479716555431,27.5937554872096,47.5148527004835
"7542",2016-01-01,"1",7.5,15,"Zinal",0.2086,0.664754352438877,10.1633729247017,43.0146201617228,0.76170903045869,0.170172481574967,NA,0.000230833649628297,NA,0.000264500758346897,NA,7.39224978109153e-05,NA,0.138058649209719,NA,-0.000412603084535486,0.2086,0.426566390041494,7.42270330684083e-06,5.53539136585169e-06,44.7295698053999,0,44.7295698053999,0,0.0722219486894888,44.8017917540894,11.9960499193852,41.854456161531,15.1,49.6,7.45743722978946,17.9970713098144,26.1950572459043,6.90133450891506,9.27317262187442,6.42635516220361,7.23578382420436,14.8425985525761,19.0005813682968,7.5882082702034,20.0902694383062,30.938008943522,7.61495886144908,20.4655121485584,31.7860812319602,7.88301929454512,24.5406906814626,41.0395517743476
"7602",2016-01-02,"1",7.5,15,"Zinal",0.206932813,0.665068017284133,10.6697627804071,42.9962959745339,0.762068443442287,0.170291202021738,NA,0.000229687822278691,NA,0.000263187869180875,NA,7.3575861042691e-05,NA,0.177405362241188,NA,-0.000621698181987996,0.206932813,0.431149424844398,7.69188062215197e-06,5.53957356378844e-06,46.3866657753873,0,46.3866657753873,0,0.0721895129125342,46.4588552882998,11.8293370383218,41.8952294520485,15.1,49.6,8.02422138108416,16.8942691041109,23.604764843425,7.20131411380411,6.49520548682215,-0.194312229991014,7.69811408733744,12.6571583058146,13.8856400004657,8.05615647115335,17.3984768496789,24.7636693915231,8.49648506727153,22.7728041437232,37.089471461708,8.7810380989177,26.1944856551419,44.9261026421316
"7662",2016-01-03,"1",7.5,15,"Zinal",0.206175,0.665368521785602,11.2261303055518,42.9774759598599,0.762412776640893,0.170406267666157,NA,0.000228533542833236,NA,0.000261865308690428,NA,7.32264076731116e-05,NA,0.212157749621513,NA,-0.000822780179217141,0.206175,0.433232624481328,7.81646298054987e-06,5.5435802904747e-06,47.172066812456,0,47.172066812456,0,0.070871407830087,47.2429382202861,11.6875791901193,41.9243890306483,15.1,49.6,8.96674891803798,20.7268473488408,32.7648641727734,8.00155867394811,11.2947710151249,10.9232258327746,8.71037679229874,18.1506553294122,26.8099953487138,8.9684771778166,20.7384052297404,32.7938022621522,9.22788215290749,23.2775581776492,38.6668839962182,9.79288086318526,28.8590296703774,51.6008349072365
"7722",2016-01-04,"1",7.5,15,"Zinal",0.206175,0.66565585531852,11.8047088745734,42.9581821652326,0.762742017880118,0.170517675292717,NA,0.000227371196311484,NA,0.000260533361056653,NA,7.28742499995461e-05,NA,0.241875951082091,NA,-0.0010159206531908,0.206175,0.433232624481328,7.81646298054987e-06,5.54741140424693e-06,47.2046669635065,0,47.2046669635065,0,0.0684984382501002,47.2731654017566,11.5698765115856,41.9404457567199,15.1,49.6,8.9525369755996,15.9790417893223,22.3352700826959,7.32501495950802,2.65328102408047,-8.76006437071324,8.51124332390889,12.4477357574769,14.0044197474028,9.15104693318326,17.4958825170637,25.8795959272762,9.46848062138681,20.1438147740644,32.0744589883322,9.83459280261356,23.0899949759588,38.993342135629
"7782",2016-01-05,"1",7.5,15,"Zinal",0.203851042,0.665930009849621,12.3802695699435,42.9384363373245,0.763056157955041,0.170625422398778,NA,0.00022620097522321,NA,0.000259192438800497,NA,7.25194499001366e-05,NA,0.266353819235148,NA,-0.00120121288864578,0.203851042,0.439621098236515,8.20731914656254e-06,5.55106679799494e-06,49.5977599759159,0,49.5977599759159,0,0.0684378637263646,49.6661978396423,11.4749713889259,41.9423830256346,15.1,49.6,9.93881207378963,16.9341340751721,24.402482739816,7.59479025370678,1.328399845921,-12.5588756650088,9.94224947815449,16.9614327700479,24.4741217387913,10.1709279928804,18.5368406372383,28.1988456939324,10.571778649836,21.4049492931318,34.975311538137,10.9081962040099,23.6432148417252,40.2834669616232
"7842",2016-01-06,"1",7.5,15,"Zinal",0.212540625,0.666190979923355,12.9319146104353,42.9182598962464,0.763355190614419,0.170729507190747,0.377103188,0.000225022998741132,0.43210383303323,0.000257842688596075,0.0980225124842948,7.21620967544215e-05,19.42,0.285603390745217,43.94,-0.00137875017031892,0.212540625,0.415733759076763,6.81278548093019e-06,5.55454639897807e-06,41.1962420065591,0,41.1962420065591,0,0.0514867943110536,41.2477288008701,11.4014032909264,41.9296759093532,15.1,49.6,8.56541257054381,13.4027996436337,19.1901048183878,7.22362804462156,5.428526667736,0.0706009948588164,7.77300699848751,8.60864831962155,7.7243225402447,8.62682888823734,13.7600696819757,20.0525425042669,9.24269628936456,17.4623327644611,28.9008822960827,9.6524102406996,19.969542173407,34.9054877844424
"7902",2016-01-07,"1",7.5,15,"Zinal",0.211025,0.666438762647092,13.444209416029,42.897673912441,0.76363911254373,0.170829928579983,NA,0.000223837688553328,NA,0.000256484522964333,NA,7.18022822337225e-05,NA,0.299828289031908,NA,-0.00154865042419827,0.211025,0.41990015560166,7.04304328184441e-06,5.5578501686279e-06,42.6139193440646,0,42.6139193440646,0,0.0536331443265625,42.6675524883912,11.3476540592896,41.9022834225099,15.1,49.6,9.82732179825951,16.8144969594056,27.4671784287068,8.07092236713497,7.34014621884959,4.57505003618015,9.17197728701472,13.3407025170168,19.0698088627784,9.90803403420727,17.2846960715409,28.5780466346119,10.4542376851526,20.1773798637598,35.576504943562,11.5004017172937,25.7729416359612,49.1270413715944
"7962",2016-01-08,"1",7.5,15,"Zinal",0.211025,0.66667335767533,13.9076130942704,42.8766990860919,0.76390792334708,0.170926686178426,NA,0.0002226453013395,NA,0.000255118262754898,NA,7.14400727997477e-05,NA,0.309388543750179,NA,-0.00171101984234273,0.211025,0.41990015560166,7.04304328184441e-06,5.56097810233773e-06,42.6379022710562,0,42.6379022710562,0,0.0509391100525095,42.6888413811088,11.3122724767875,41.8606169670006,15.1,49.6,10.2551601520818,16.7264555100561,27.7769453985617,8.79546143906505,9.70299135197214,10.6144149490453,9.32936678026374,12.2987486888299,16.957062597898,10.3014687804943,16.960092924384,28.3379813727539,11.1444554181557,20.9951783372502,38.207288402346,11.6496426900524,23.5052038115881,44.307303544847
