"","date","column","depth","increment","variety","moisture","N2O","SP","d18O","N2ONvolume","N2ONarea","N2O_derivative","N2ONvolume_derivative","N2ONarea_derivative","SP_derivative","d18O_derivative","theta_w","theta_a","Ds","dCdZ","F","F_top_in","F_top_out","F_bottom_in","F_bottom_out","F_out","SP_bottom","d18O_bottom","SP_top","d18O_top","Nitrification_2.5%","Denitrification_2.5%","Reduction_2.5%","Nitrification_25%","Denitrification_25%","Reduction_25%","Nitrification_50%","Denitrification_50%","Reduction_50%","Nitrification_75%","Denitrification_75%","Reduction_75%","Nitrification_97.5%","Denitrification_97.5%","Reduction_97.5%"
"4860",2015-11-17,"1",30,30,"Zinal",0.3153,0.644612468120393,15.7729022180533,43.5953613377662,0.738629444564209,0.107476137119628,-7.97302610514519e-05,-9.13589515343014e-05,-3.04760758506687e-05,-0.0322692952402819,0.0101554293801113,0.2644760415,0.272965238615145,1.67618022323971e-06,3.07065273295325e-08,0.0560319457227896,0,0.0560319457227896,4.21467489442182,0,0.0560319457227896,9.42792493241471,47.089511021543,15.3390516182122,42.9969820458762,6.52883323363801,11.9536965800564,24.3288227079365,6.80571400715568,12.7536724104189,26.0851658464252,8.21294461662111,16.7573495652382,34.8960214217129,9.02491472373724,19.0850235103301,40.0133317273713,9.75021006855997,21.1453449009299,44.5441589665125
"4919",2015-11-18,"1",30,30,"Zinal",0.3153,0.644540860297673,15.5657472885391,43.6205709414788,0.738547392712999,0.107432842801606,-7.68420552271708e-05,-8.80494518175154e-05,-2.99738980593662e-05,-0.0347147126672746,0.00441770581605672,0.2644507815,0.273034677411826,1.67760185817754e-06,2.66001115032571e-08,0.048579902990077,0,0.048579902990077,4.16824451981929,0,0.048579902990077,9.45584763644972,47.0858055615683,14.4101949595344,43.0194204383282,5.94495309848128,10.9895482802378,22.1650026444887,6.3255786566264,12.1266405398183,24.6584715348282,6.82870074123753,13.6205734551367,27.940902868244,10.275391920672,23.8786791540093,50.4639341134912,10.5342709010195,24.6418041767875,52.1437274388135
"4978",2015-11-19,"1",30,30,"Zinal",0.3153,0.644488084519072,15.3678353985164,43.63686767518,0.738486919566787,0.107392758628348,-7.39449939532268e-05,-8.47299690938113e-05,-2.94668536667802e-05,-0.0355465470395798,-0.00150279833591619,0.264375,0.273242997925311,1.68187191213487e-06,2.2621832902972e-08,0.0414195136884732,0,0.0414195136884732,4.1225770436577,0,0.0414195136884732,9.48415760242309,47.0768827282491,13.5357917532173,43.0408571301904,4.1220988153102,6.06863676737986,11.3368120621109,4.78450071256653,8.11322292724471,15.8202818155125,6.62186410613424,13.8029155848212,28.2850641276359,6.86152400032869,14.5434921899877,29.9105416792049,8.29256893059335,18.9638963280019,39.5954408757286
"5037",2015-11-20,"1",30,30,"Zinal",0.3153,0.644454035067727,15.1845074498018,43.6438010031446,0.738447903989865,0.107355871401785,-7.10410206616369e-05,-8.14023459567524e-05,-2.89552818568005e-05,-0.0349108960424277,-0.00755733446711215,0.264375,0.273242997925311,1.68187191213487e-06,1.87717672508904e-08,0.0343702242846529,0,0.0343702242846529,4.07771915783266,0,0.0343702242846529,9.51302517593203,47.0626339175768,12.7552508807369,43.0612769890836,4.34103682381057,7.26364124831427,13.9254333529159,5.08664607929159,9.6583818899277,19.1636262502097,5.13569173221877,9.80885962614071,19.4911232746861,6.02484787337535,12.6630042736251,25.7364893887739,6.16855077739401,13.1251394780435,26.7394239518674
"5096",2015-11-21,"1",30,30,"Zinal",0.3153,0.644438592715637,15.0207908011115,43.6410202315516,0.738430209364783,0.107322165650742,-6.81318312718502e-05,-7.80689108579064e-05,-2.84395137920763e-05,-0.0329833568989788,-0.0136924650907436,0.263516146,0.275603955497925,1.73079892081023e-06,1.50499213264204e-08,0.0283573166660291,0,0.0283573166660291,4.03371519320119,0,0.0283573166660291,9.54258682093701,47.0429814493022,12.1003171837307,43.0806663589846,6.71605937328615,15.5954975450513,32.0799437922634,6.77214537977109,15.8025823776974,32.5321119635133,7.14340586077609,17.0174524983049,35.1800101840071,8.35816127900362,21.0380123904336,43.9555355636101,8.6519655575214,22.0179927374575,46.0890234424768
"5155",2015-11-22,"1",30,30,"Zinal",0.314996875,0.644441624917302,14.8812573839575,43.6282736247772,0.738433683814227,0.107291623659833,-6.52193233802229e-05,-7.4731579727894e-05,-2.79198668845585e-05,-0.0299651436131653,-0.0198507514501794,0.2630109375,0.276992754797718,1.76004025498375e-06,1.14562336550502e-08,0.0219507190516243,0,0.0219507190516243,4.06150374385796,0,0.0219507190516243,9.57294290098362,47.0178789897397,11.5916416132136,43.0990130906864,5.19133025743308,10.962373450507,21.8855356537248,5.74043653333911,12.8239509873687,25.9398746246069,6.28065508561496,14.6705087918882,29.963356086558,6.56106531866081,15.6196104266338,32.0291810290208,9.3910754506819,25.2495669423687,53.000794741512
"5214",2015-11-23,"1",30,30,"Zinal",0.313885417,0.644462986022862,14.7698780239744,43.6054065215874,0.73845816044525,0.107264225501634,-6.23054495859043e-05,-7.13926993525473e-05,-2.73966906311605e-05,-0.0260784984166931,-0.0259713988850486,0.2624552085,0.278520433065353,1.79260324037688e-06,7.99057528834258e-09,0.0155936044118807,0,0.0155936044118807,4.29804104297637,0,0.0155936044118807,9.6041562936818,46.9873113903072,11.2382067860867,43.116306566958,4.43078104204746,8.28491531051928,15.8895550738259,5.35774520144518,11.5182957485914,22.9160371142461,5.87065931059689,13.2962751773564,26.7774224864425,8.35537516994741,21.9298220729298,45.5387798314706,9.19320973880214,24.8243827580626,51.8301591143977
"5273",2015-11-24,"1",30,30,"Zinal",0.319695313,0.64450251751015,14.6898794433618,43.572359435036,0.738503457615167,0.107239949072054,-5.93919516440041e-05,-6.80543140023369e-05,-2.68703116109655e-05,-0.0215615376406577,-0.0319911245553021,0.2653601565,0.270534839496888,1.62695160949754e-06,4.65275067243463e-09,0.00824078728440271,0,0.00824078728440271,3.52981259243378,0,0.00824078728440271,9.63625183262085,46.9512940220329,11.0390802000353,43.1325377222079,4.56594476761308,10.2515416629507,20.4888243645673,5.96188710440436,15.1726888834244,31.1542973717382,6.27779920815838,16.2820686605462,33.5603473415836,7.58226015593918,20.8771337932854,43.5262895764317,8.15160118128563,22.8771494656766,47.8617900053881
"5332",2015-11-25,"1",30,30,"Zinal",0.3153,0.644560048234981,14.6436114165254,43.5291669712788,0.738569379218345,0.107218770128794,-5.64807271508786e-05,-6.47184862819982e-05,-2.63410976551511e-05,-0.0166626122425166,-0.0378450046308974,0.2631625,0.276576115145228,1.75123183048462e-06,1.44249860221546e-09,0.00275006735643994,0,0.00275006735643994,3.86703581891748,0,0.00275006735643994,9.6692165451177,46.9098716972495,10.9863191731558,43.1476990565025,5.87894829462662,14.4903735564211,29.4385957769193,6.78740753470516,17.6960684764686,36.3741152631104,7.07383684693123,18.7210328082016,38.5905840365105,7.24483723818763,19.3168109010884,39.8764419844667,8.61041203976568,24.1608595048852,50.3662047025884
"5391",2015-11-26,"1",30,30,"Zinal",0.3153,0.644635394698991,14.6324320571481,43.475958171544,0.738655714993115,0.107200662332785,-5.35734628588447e-05,-6.13872237934732e-05,-2.58093570085361e-05,-0.0116343494635352,-0.0434674165263109,0.2631625,0.276576115145228,1.75123183048462e-06,-1.64050674179251e-09,-0.0031275621561742,0.0031275621561742,0,3.82787573471128,0,0,9.70300063262379,46.8631172738876,11.0678892391584,43.1617846438352,5.59572256075666,13.5525917908553,27.3598561877732,5.69127592825646,13.8832392809041,28.0733798113012,5.93645570581133,14.757553339797,29.9601998316406,6.87064570598947,18.0632573139692,37.099982045088,7.86443196187052,21.5696415344508,44.6763083886795
"5450",2015-11-27,"1",30,30,"Zinal",0.321311979,0.644728361334289,14.6566191535094,43.4129585946147,0.738762240847933,0.107185597292485,-5.06721480355802e-05,-5.80626808128188e-05,-2.52754540646238e-05,-0.00672750997019791,-0.0487931037546084,0.2672546875,0.265326844528008,1.52488490324865e-06,-4.59665467708752e-09,-0.00763067981928784,0.00763067981928784,0,3.04853172854946,0,0,9.73751912379898,46.8111300358392,11.2698925050632,43.1747901345856,6.71626450631017,18.5971780837115,38.5638532382074,6.84760289097508,19.056878798508,39.5557436705064,7.63334675060911,21.8063887276616,45.4868122937482,7.75536941521407,22.2468111874079,46.4356497798768,7.8579695636712,22.6081284598615,47.2112026327126
"5509",2015-11-28,"1",30,30,"Zinal",0.315350521,0.644838740804139,14.7153148016264,43.34049414332,0.738888719205921,0.107173544610919,-4.77783502606838e-05,-5.4746855774845e-05,-2.47397245696294e-05,-0.00218482871479206,-0.053758159817406,0.2644002605,0.273173557754149,1.68044771640477e-06,-7.42639682672211e-09,-0.0135858696781926,0.0135858696781926,0,3.74835792784638,0,0,9.77265411833905,46.7540339358235,11.5778780733943,43.1867127521574,5.29613001150719,12.2323135746764,24.4329305123841,5.56283208531559,13.1460139766281,26.3989941693319,6.60164173327882,16.7204926011352,34.0961515940702,7.77336135867296,20.785516974203,42.8449262772264,8.60208529667838,23.6322894488019,48.9716243289543
"5568",2015-11-29,"1",30,30,"Zinal",0.3153,0.644966314318859,14.8065093165688,43.2589963270123,0.739034899366839,0.107164471935321,-4.48940221333048e-05,-5.14417746157583e-05,-2.42024916649613e-05,0.00176500222346567,-0.0583011822368022,0.2635414065,0.275534515326763,1.72934584149391e-06,-1.01302458542716e-08,-0.0190715559801047,0.0190715559801047,0,3.71687864168128,0,0,9.80825753241434,46.6919757762732,11.9773289372327,43.1975512838297,5.52114924159983,12.6787179968076,25.356862908803,6.00599093964108,14.3083584778613,28.8600542212399,6.84188140769705,17.1308495046323,34.9232494204623,7.18285347096684,18.2847294689187,37.3871739863261,8.76596135163933,23.6175573410828,48.8609693807655
"5627",2015-11-30,"1",30,30,"Zinal",0.3153,0.645110851966096,14.9270685793588,43.1690083706912,0.739200517885525,0.10715834500925,-4.20207312330419e-05,-4.8149499940294e-05,-2.36641071393161e-05,0.0049130287009468,-0.0623643526635575,0.2631625,0.276576115145228,1.75123183048462e-06,-1.27087741299098e-08,-0.0242287824898795,0.0242287824898795,0,3.68211451370573,0,0,9.84415425356747,46.6251233902772,12.4535649397374,43.207306065901,4.41679925256024,8.65572081441945,16.6950442181588,6.34650488771138,14.9562350164504,30.2086835547319,7.41967451228414,18.4651462237715,37.7394597122203,7.47969921139345,18.6546310673286,38.1426553874709,9.05659597692819,23.8253675038982,49.2335183609363
"5686",2015-12-01,"1",30,30,"Zinal",0.3153,0.645272113054593,15.0728066942164,43.0711913554342,0.739385298965813,0.107155127727035,-3.91602743177978e-05,-4.4871801004958e-05,-2.31249101765836e-05,0.00707525918824372,-0.0658945973626884,0.2644002605,0.273173557754149,1.68044771640477e-06,-1.51626123314102e-08,-0.0277385224520003,0.0277385224520003,0,3.64849737271045,0,0,9.88014561347465,46.5536638698108,12.9913264171952,43.2159789632511,6.43890673998208,14.6905301374206,29.5974293124862,7.95154970918114,19.4506638419787,39.7964506659845,7.99375224125482,19.5834153408861,40.0771285981152,9.70893525545018,25.0013687812115,51.6815135056612,9.73607190920858,25.0843699668936,51.8594041293336
"5745",2015-12-02,"1",30,30,"Zinal",0.3153,0.645449846470571,15.2386032283529,42.966329425274,0.739588954868882,0.107154782190407,-3.63142648028319e-05,-4.16107679158821e-05,-2.25852285017383e-05,0.00809725024301133,-0.0688446796422719,0.2635666665,0.275465076530083,1.72789364516615e-06,-1.74924479839916e-08,-0.0329042416618274,0.0329042416618274,0,3.61604052126527,0,0,9.91601309035378,46.477801873481,13.5742711850312,43.2235733434875,6.40951435394398,13.9578019489467,27.9949696231389,7.57890778757405,17.5081651611351,35.5869342265114,7.73387391560279,17.98797592451,36.6085093640817,7.99203767323449,18.7759496165078,38.2930045339794,10.0149964323748,24.9175313472465,51.4271473928653
"5804",2015-12-03,"1",30,30,"Zinal",0.313279167,0.645643791045783,15.4185615661958,42.8553330382422,0.739811186334994,0.107157268767167,-3.34844261089897e-05,-3.83681515953081e-05,-2.20453852561887e-05,0.00785794438484701,-0.0711743315909131,0.2621520835,0.279353712370332,1.81054146708384e-06,-1.96990239430371e-08,-0.0388273250602357,0.0388273250602357,0,3.75633897740972,0,0,9.95152215823627,46.3977580317274,14.1845682274026,43.2300940458848,6.92714388758591,14.5650342419874,29.1577471377633,7.16536764823711,15.2717174924461,30.6673497641823,7.23383344345643,15.4638729858619,31.0799369614389,9.05433333239037,20.7786314978765,42.4209942755224,10.3861176708862,24.6581683209784,50.6960168718157
"5863",2015-12-04,"1",30,30,"Zinal",0.318634375,0.645853675936318,15.6062022478182,42.7392392823207,0.740051683017552,0.107162546151739,-3.06723533172663e-05,-3.51459229766497e-05,-2.15057299368484e-05,0.00627260915119702,-0.0728512420745806,0.2666989585,0.266854522795643,1.55434553427705e-06,-2.17831368238026e-08,-0.036859740785475,0.036859740785475,0,2.99820602873289,0,0,9.98642620709395,46.3137674545838,14.8027208143867,43.2355473453622,5.10264207851741,9.84965222999294,19.4400515442002,5.66279285131309,11.4179842259978,22.7800883169208,7.09873144015792,15.4359715244178,31.3397504511853,8.08971339884123,18.2149423117593,37.2584485364589,10.3907891298353,24.6360256763412,50.9331547564615
"5922",2015-12-05,"1",30,30,"Zinal",0.312925521,0.646079221011203,15.7946828112249,42.6192084194008,0.740310123928371,0.10717057142745,-2.78795773387318e-05,-3.19458696506772e-05,-2.09665558919462e-05,0.00329482057140683,-0.0738520676146035,0.2631877605,0.276506674974066,1.7497667615215e-06,-2.37456353822596e-08,-0.0452322555601731,0.0452322555601731,0,3.72458353015243,0,0,10.020470465295,46.2260783362031,15.4077019836406,43.2399409117784,5.45309381991032,9.22342911410027,17.6866598598034,6.0336653923112,10.7882058412385,21.0139646333807,6.56660597344064,12.2122167221134,24.0424324923529,8.07390580931704,16.2639768610799,32.6541706896827,9.91956766507022,21.221586963602,43.1844205680301
"5981",2015-12-06,"1",30,30,"Zinal",0.312875,0.646320137249838,15.9770338481485,42.4965160497952,0.740586177893086,0.107181300130389,-2.51076474187206e-05,-2.87695775312537e-05,-2.04281885546738e-05,-0.00108258213146758,-0.0741632684301241,0.2620257815,0.27970091185166,1.81805267264721e-06,-2.5587418851327e-08,-0.0506427437850792,0.0506427437850792,0,3.69955904889565,0,0,10.0533958635452,46.134950641712,15.9774341697406,43.2432837648539,6.62731980416488,11.8054692745636,23.1238991866242,6.91286555564386,12.5336205725536,24.6707999958157,6.94757533578639,12.6245963613731,24.8584977876591,10.1271711815948,20.8313235716676,42.2631535996118,11.0785915306574,23.2908016615301,47.4835156468143
"6040",2015-12-07,"1",30,30,"Zinal",0.312875,0.646576127147302,16.1463999061337,42.3725405823743,0.74087950401557,0.107194686314673,-2.23580394655099e-05,-2.56189992175285e-05,-1.98909533582227e-05,-0.00682761197318779,-0.0737818611696534,0.26195,0.279909232365145,1.82256986971046e-06,-2.73094352367447e-08,-0.0541852639040201,0.0541852639040201,0,3.67147230958107,0,0,10.0849427869669,46.0406548556986,16.4895916010355,43.2455862250585,4.47320603630543,5.9383836902601,10.6570231188205,5.84707008083087,9.35133516092161,17.8720518250316,5.92613768140378,9.55220861449753,18.2997760528773,7.06996902527217,12.3989604836997,24.3215118157364,8.73021627096084,16.5322275341211,33.0656765381489
"6100",2015-12-08,"1",30,30,"Zinal",0.313178125,0.646846885126556,16.2962736529591,42.2487460165299,0.741189752150252,0.107210682618975,-1.96322660559054e-05,-2.24955831163823e-05,-1.93551551097371e-05,-0.0138702803198637,-0.0727159574984197,0.2622278645,0.279145393231328,1.80604519873853e-06,-2.891267957682e-08,-0.0568461747399556,0.0568461747399556,0,3.52372457289249,0,0,10.1148546690265,45.9434707677749,16.922652375246,43.2468598608234,5.736814086355,8.88910898281367,16.9129203913489,6.82239423603212,11.5018887052515,22.4224553357048,7.31252812582655,12.6828320061443,24.9116149978881,7.56058053276073,13.2773879140429,26.1658110378284,7.56798757714134,13.2973433471298,26.208727664963
"6160",2015-12-09,"1",30,30,"Zinal",0.318583854,0.647132097956572,16.420712397947,42.1266603508162,0.741516563381242,0.107229240334149,-1.69316289226734e-05,-1.94010984843212e-05,-1.88210905951205e-05,-0.0221047745585315,-0.0709851894533007,0.2661684895,0.268312762266598,1.58283660308476e-06,-3.03981921704091e-08,-0.052380317741192,0.052380317741192,0,2.92571027129494,0,0,10.1428813874931,45.8436862690476,17.2570841696229,43.2471174324555,7.27165192007489,12.9862343734063,25.7669469824191,7.65084932520405,13.8763217481778,27.6369917029678,8.90094260532311,16.7907338610659,33.7650226511152,9.53198472830097,18.2730528543913,36.8810718829735,10.2464127132214,19.9411594306102,40.3916044924532
"6220",2015-12-10,"1",30,30,"Zinal",0.314441146,0.647431445175433,16.5145275674093,42.0078501876279,0.741859570507126,0.107250309471785,-1.42575764726945e-05,-1.63370670652832e-05,-1.8289053162602e-05,-0.0313925716952563,-0.0686208748912244,0.264425521,0.273104117582988,1.67902436518106e-06,-3.17670567773071e-08,-0.0580655127289346,0.0580655127289346,0,3.35104017905678,0,0,10.1687824284704,45.7415961338124,17.4765221172354,43.2463728331478,6.65015249042438,10.6336306402341,20.5116267070002,6.69764032570853,10.7457231168709,20.7460115571227,7.17880458241134,11.8473860284235,23.0542578869007,9.15577436096092,16.3726258110373,32.5324683184056,9.78290904556769,17.8128521890103,35.5511996417787
"6280",2015-12-11,"1",30,30,"Zinal",0.320806771,0.647744599517423,16.573439884071,41.893892268987,0.742218398530359,0.107273838833557,-1.16113921044707e-05,-1.33049647675454e-05,-1.77593395980851e-05,-0.0415663951827189,-0.0656659206842537,0.2687703125,0.261160448003112,1.44652717613899e-06,-3.30203987953714e-08,-0.0519987853349074,0.0519987853349074,0,2.77835604299085,0,0,10.1923297898035,45.6375007630731,17.5687963057251,43.2446410274864,5.10036296119168,7.7146806561246,14.6262346256836,6.31949780193774,10.4617112635513,20.3623037162811,8.68993132009148,15.8039343095151,31.5095587285678,8.86325474922897,16.1931839476946,32.3234496460425,12.2403147690383,23.8057166226697,48.2095036368226
"6340",2015-12-12,"1",30,30,"Zinal",0.314592708,0.648071227343186,16.5941955467928,41.7863427350777,0.742592665150156,0.107299776081179,-8.99436838363584e-06,-1.03062491651207e-05,-1.72322294991006e-05,-0.0524348845839991,-0.0621745369984113,0.2647033855,0.27234027844917,1.66342321326619e-06,-3.41593834184965e-08,-0.0618581700934065,0.0618581700934065,0,3.41182212342881,0,0,10.2133105999319,45.5317048703056,17.5266913068866,43.2419379878618,4.19501429510324,4.75695208567837,8.0639966273168,8.38503570389492,14.1217462916032,27.533764659542,9.76435360924926,17.1795264293762,33.886521466156,13.1266704291227,24.6955720325189,49.5148488188329,14.4573455863812,27.6605197616072,55.6787425578168
"6400",2015-12-13,"1",30,30,"Zinal",0.312875,0.648410989071993,16.5746413471359,41.6867048440538,0.742981981257808,0.107328067806842,-6.4076878702382e-06,-7.34228616070031e-06,-1.67079932960471e-05,-0.0637878313984414,-0.0582116112885593,0.2631625,0.276576115145228,1.75123183048462e-06,-3.51852137796715e-08,-0.0670792385491565,0.0670792385491565,0,3.52886040632471,0,0,10.2315294326447,45.4245160948971,17.3483661255871,43.2382806291947,4.87099847808398,6.10346958463252,10.7319307611639,7.36629308426193,11.6582220939521,22.2300746100811,8.1273315008717,13.358012473338,25.7504114975439,8.90418283151038,15.0840084046251,29.3228189980203,10.1232427974529,17.8013400075473,34.9496642623365
"6460",2015-12-14,"1",30,30,"Zinal",0.312875,0.648763539615211,16.5137590956374,41.5963957502193,0.743385951433374,0.10735865960396,-3.85256062572239e-06,-4.41447832550421e-06,-1.61869117323468e-05,-0.0754018154545265,-0.0538518751894282,0.2620257815,0.27970091185166,1.81805267264721e-06,-3.60991290831262e-08,-0.071447571779068,0.071447571779068,0,3.50929269598121,0,0,10.2468103023278,45.3162435345749,17.0374192041084,43.2336867423802,5.92552777701414,8.55713962751026,15.7286022250657,8.4609948653242,14.2327360702235,27.4276317483146,8.94236509504185,15.3095342587808,29.6488617006736,10.2635884601445,18.2714775271949,35.7492931582829,13.4925489906296,25.5013992690455,50.6545462897158
"6520",2015-12-15,"1",30,30,"Zinal",0.312875,0.649128528810077,16.4116617146015,41.5167127493787,0.743804174442713,0.107391496138083,-1.33008670594715e-06,-1.52406322237346e-06,-1.56692369041341e-05,-0.0870460673275539,-0.0491787123484149,0.2621520835,0.279353712370332,1.81054146708384e-06,-3.69024027296058e-08,-0.0727356639815947,0.0727356639815947,0,3.49087808963939,0,0,10.2589983283064,45.2071961945419,16.6026362398397,43.2281749268521,4.73579574484445,6.04948295776135,10.5009036645722,6.36900888366099,9.76066619258364,18.1178344047941,9.53768538287001,16.9410359154849,32.8525970539792,11.3602826925466,21.077690819419,41.3397597368634,11.8096641778034,22.0946046601834,43.4290919349667
"6580",2015-12-16,"1",30,30,"Zinal",0.312875,0.649505601852877,16.2695547239065,41.4487992208358,0.744236243733858,0.107426521217833,1.15872550455033e-06,1.32773992011515e-06,-1.51552220534348e-05,-0.0984883713860542,-0.0442827409669397,0.263692969,0.275117875674274,1.72064532349542e-06,-3.7596340438675e-08,-0.0704240860628144,0.0704240860628144,0,3.47359430790336,0,0,10.2679610608764,45.0976813576352,16.0574966256743,43.2217645226542,7.71955595978595,13.196348402577,25.0474062676721,7.94462124766001,13.7150968585308,26.1101942902286,7.96294378552702,13.7578853189346,26.1941900933424,8.09346259569126,14.0625051935815,26.8162384198496,14.7938222235415,29.5643572982545,58.4964265721942
"6640",2015-12-17,"1",30,30,"Zinal",0.313582292,0.649894399730704,16.089667548369,41.3936103871235,0.744681747931729,0.107463677865713,3.61275761564698e-06,4.13972104051701e-06,-1.46451055256849e-05,-0.109500836831498,-0.0392601669434892,0.263692969,0.275117875674274,1.72064532349542e-06,-3.81822783718544e-08,-0.0715216435099548,0.0715216435099548,0,3.21927645880353,0,0,10.2735894656656,44.9880028862931,15.4195301764092,43.2144755423967,6.61337647023472,11.3855715130921,21.3823423083021,6.79257489154809,11.8141233840227,22.251255537612,8.5522474536747,15.9965923261096,30.7609096545377,9.15749417765841,17.4386406931901,33.6961074975361,9.47624795155908,18.197066549903,35.2395574845694
"6700",2015-12-18,"1",30,30,"Zinal",0.317320833,0.650294559650937,15.8751591677925,41.3518790331473,0.745140271330261,0.10750290838866,6.03118458544875e-06,6.91083508576628e-06,-1.41391371252357e-05,-0.119865369962835,-0.0342108688963768,0.266623177,0.267062843309128,1.55839353603002e-06,-3.86615812603091e-08,-0.0655905146350266,0.0655905146350266,0,2.88718418784957,0,0,10.2757985671104,44.8784594731479,14.7096085943214,43.2063286034569,6.05129943486487,10.9864883780638,20.6548928517867,8.31294351469629,16.5439885085267,31.9178539895889,8.57467327244484,17.1847964504782,33.2170182670029,8.89820301643609,17.9840824542223,34.836019152056,10.433158084774,21.7520032553132,42.4728838198348
"6760",2015-12-19,"1",30,30,"Zinal",0.314643229,0.65070571546766,15.630002269176,41.3240815198473,0.745611394381015,0.107544154448196,8.41301636368277e-06,9.6400095014007e-06,-1.36375242584523e-05,-0.129378697618238,-0.0292363153913171,0.2640971355,0.274006837059129,1.69759382770417e-06,-3.90356405406091e-08,-0.0721405394010945,0.0721405394010945,0,3.29135076875908,0,0,10.2745277560785,44.7693428623947,13.9512305487629,43.1973448607647,5.1725173964066,8.78845070234524,15.905053158182,6.87292965324836,13.1360901808742,24.6858791958907,7.19917860697576,13.9787907911114,26.3880817275836,9.08908441686332,18.8167364072956,36.1563448181771,11.1953228675139,24.2195498263255,47.0663138533206
"6820",2015-12-20,"1",30,30,"Zinal",0.312875,0.651127498104232,15.3588494681137,41.3104048131454,0.746094694177382,0.107587357130059,1.0757372905662e-05,1.23263000728082e-05,-1.31405098543368e-05,-0.13785680362705,-0.0244373742168519,0.262000521,0.279770352022821,1.81955753309882e-06,-3.93058725021176e-08,-0.0778587668396999,0.0778587668396999,0,3.41526233767789,0,0,10.269740770977,44.6609360684785,13.169823449517,43.1875459404936,4.19856610296401,6.60937717224486,11.387736367317,4.97159748056145,8.68131026891262,15.5589731839455,6.16597744661248,11.884782066485,22.0067355448501,6.25679981929422,12.1274889746357,22.4941302269479,9.31475108326104,20.3454209551945,39.0350277842386
"6880",2015-12-21,"1",30,30,"Zinal",0.312875,0.651559535971289,15.0668845965309,41.3107158124236,0.746589744933544,0.107632457013183,1.30634291694924e-05,1.49687625853766e-05,-1.26482955897965e-05,-0.145138684107131,-0.0199119878929832,0.26195,0.279909232365145,1.82256986971046e-06,-3.94737164491898e-08,-0.0783206875034142,0.0783206875034142,0,3.40324093106343,0,0,10.2614253659934,44.5535116219068,12.3920482067474,43.1769538749546,5.24897525847097,10.1631833488493,18.4887719107731,6.73141852033212,14.3602596018681,26.91308207819,7.87111848440796,17.583646096671,33.3835947185232,8.63830014200339,19.7555622610356,37.7394483862352,11.7476169386514,28.5628706310071,55.4169539795937
"6940",2015-12-22,"1",30,30,"Zinal",0.317472396,0.652001455379445,14.7596617466698,41.3245349481281,0.747096118457378,0.107679394237909,1.53306259601125e-05,1.75666178328727e-05,-1.21610693910408e-05,-0.151089338150058,-0.0157528896618625,0.2657390625,0.269493241052905,1.60616698554079e-06,-3.95406328814587e-08,-0.069138284394125,0.069138284394125,0,2.78312494212977,0,0,10.2495926843308,44.4473298739986,11.6450640306037,43.1655910389669,2.90109590856539,4.81826696360792,8.08723896161398,4.51707956877577,9.66721068860305,17.7949814049087,7.04047031069512,17.2354672576982,32.9440603610019,8.40654237325398,21.3312973416917,41.1488007492062,9.39201578394624,24.2867726131813,47.0623140934168
"7000",2015-12-23,"1",30,30,"Zinal",0.315451563,0.652452880946046,14.442934899792,41.3510167235991,0.74761338461652,0.107728108573312,1.75580923999674e-05,2.01189766034773e-05,-1.16790443938923e-05,-0.155601946958442,-0.0120453130248188,0.2644507815,0.273034677411826,1.67760185817754e-06,-3.95081016951782e-08,-0.0721538233942681,0.0721538233942681,0,3.18274978492777,0,0,10.2342763583053,44.3426373930492,10.955695628804,43.1534800879514,5.71966562609035,13.7697969978693,25.7410828061646,6.19940188021668,15.2933405107569,28.7848872779373,6.3827187611782,15.8866326205164,29.9693227455274,7.27581643359411,18.7369514920826,35.6669668298949,7.87991355037314,20.6688013380636,39.5275195334049
"7060",2015-12-24,"1",30,30,"Zinal",0.316310417,0.652913435995309,14.1224816387279,41.3889404571178,0.748141111796884,0.107778539483541,1.97453059625242e-05,2.26251421951466e-05,-1.12023787313806e-05,-0.158599245248899,-0.0088648632076086,0.264905469,0.271784758454357,1.65214085117355e-06,-3.93776204085109e-08,-0.0708240610454011,0.0708240610454011,0,2.96221109202961,0,0,10.2155313618486,44.2396654837084,10.3494501780688,43.1406438979721,3.83417500735105,8.82970373612473,15.9746814511539,7.56010373282817,21.5397884747373,41.3354044775974,7.90260835730146,22.6735579365655,43.5978840304371,8.12059808314245,23.4278170591717,45.1043472915278,9.25959147107682,27.3221441144193,52.8721931976224
"7120",2015-12-25,"1",30,30,"Zinal",0.3153,0.65338274295128,13.8039256052919,41.4367147620136,0.748678867352916,0.107830626193061,2.18915424443425e-05,2.50844362401009e-05,-1.07312523084743e-05,-0.160034069373213,-0.00627552063236985,0.2641729165,0.273798517920124,1.69329588622725e-06,-3.91507024134702e-08,-0.072169998976462,0.072169998976462,0,3.18115841989006,0,0,10.193432644189,44.138628859386,9.84935910464573,43.1271055079189,5.09713213151795,13.9880303292894,26.1291445256011,6.66467192298549,19.708368631953,37.5288667079707,8.17625940556565,25.2312075273764,48.5374378025852,8.62492419488158,26.865723858899,51.7911899216292,9.09753258656607,28.5834626147791,55.2139516571854
